"StedID","Stedtekst","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Medie","Målested, y-koordinat","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
21000800,"Nørreå, Rindsholm afløb Vedsø os. Grundel Bæk","Gudenåen","21.02.1996 12.00.00 +01:00","Enkeltprøve",526462,"Vandløb",6250634,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.8100000384729356,"mg/l",9999999,NA,2
47000088,"STOKKEBÆKKEN, DYREGÅRD","Hundstrup Å m.fl.","27.03.2017 12.00.00 +02:00","Enkeltprøve",613934,"Vandløb",6116122,"Total","Jern"," =",0.21,"mg/l",9999999,NA,3
21000072,"ELLERUP BÆK, BÆK, VED VEJBRO","Gudenåen","18.12.2019 12.00.00 +01:00","Enkeltprøve",547273,"Vandløb",6231634,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.01,"mg/l",9999999,NA,3
9000171,"SLØJKANAL, V. OMFARTSVEJ  KLIM FJORDHOLME","Tranumå m.fl.","28.09.2004 12.00.00 +02:00","Enkeltprøve",509779,"Vandløb",6322592,"Total","Hydrogencarbonat"," =",280.4877655029297,"mg/l",9999999,NA,2
43000072,"Dræn 19 - Marginaljordsareal - tilløb, Dræn 19 - Marginaljordsareal - tilløb","Storå","17.09.1997 12.00.00 +02:00","Enkeltprøve",562539,"Vandløb",6149252,"Total","Alkalinitet,total TA"," =",4.65,"mmol/l",9999999,NA,2
42000012,"BOLBRO BÆK, BASSEKLINT","Vidå","17.10.2001 12.00.00 +02:00","Puljet prøve / tidsproportional",505756,"Vandløb",6101513,"Total","Phosphor, total-P"," =",0.04,"mg/l",9999999,NA,3
18000005,"SKALS Å, SR. ONSILD","Skalså","07.09.2021 12.00.00 +02:00","Enkeltprøve",545678,"Vandløb",6270177,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.035,"mg/l",0.001,NA,3
40000178,"Løgumkloster bæk, Ca. 50 meter nordvest for bro","Bredeå","07.04.1993 12.00.00 +02:00","Enkeltprøve",497347,"Vandløb",6100009,"Total","Sulfat"," =",81,"mg/l",9999999,NA,2
41000016,"PULVERBÆK, T.T.MJANG DAM, ALS","Flere små vandløb til østk","11.11.1999 12.00.00 +01:00","Enkeltprøve",559623,"Vandløb",6089412,"Total","BI5"," =",1,"mg/l",9999999,NA,3
23000055,"EGÅ, JERNBANEBRO","Egå m.fl","04.10.1976 12.00.00 +01:00","Enkeltprøve",574992,"Vandløb",6230770,"Ej oplyst","Nitrogen,total N"," =",8.2,"mg/l",9999999,NA,2
25000085,"SØBY Å, AFLØB SØBY SØ","Skjernå","26.06.2003 12.00.00 +02:00","Enkeltprøve",503511,"Vandløb",6211464,"Ej oplyst","Jern"," =",0.26,"mg/l",9999999,NA,3
10000009,"HERREDS Å, VEGGER BRO","Dybvadå m.fl","02.07.1996 12.00.00 +02:00","Enkeltprøve",535011,"Vandløb",6305216,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",7.13,"mg/l",9999999,NA,3
21000487,"MAUSING MØLLEBÆK, VED ENGBRO","Gudenåen","17.08.1999 12.00.00 +02:00","Enkeltprøve",528989,"Vandløb",6233777,"Total","pH"," =",7.3,"pH",9999999,NA,3
21000649,"HØRBYLUNDE DAMBRUG, HØRBYLUNDE DAMB.FØDEKANAL","Gudenåen","13.08.1987 12.00.00 +02:00","Enkeltprøve",526416,"Vandløb",6221366,"Ej oplyst","BI5"," =",1.8,"mg/l",9999999,NA,2
45000003,"ODENSE Å, Kratholm (22.35)","Odense Å m.fl.","09.09.2006 12.00.00 +02:00","Puljet prøve / tidsproportional",584157,"Vandløb",6132337,"Total","pH"," =",7.89,"pH",9999999,NA,1
21000409,"ALLING Å, RINGVEJ OPST. GRUND FJORD","Gudenåen","22.02.1990 12.00.00 +01:00","Enkeltprøve",580884,"Vandløb",6258981,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",9.43,"mg/l",9999999,NA,3
60000028,"KROBÆK, KROBRO","Fakseå","29.06.1987 12.00.00 +02:00","Enkeltprøve",692856,"Vandløb",6117482,"Total","Phosphor, total-P"," =",0.24,"mg/l",9999999,NA,2
43000408,"Aulby Mølleå, Aulby","Storå","01.11.2018 12.00.00 +01:00","Enkeltprøve",552195,"Vandløb",6150447,"Total","Nitrogen,total N"," =",1.2,"mg/l",9999999,NA,3
51000020,"LAMMEFJORD SØKANAL, Audebo","Bregninge/Tuse Å m.fl.","11.04.1988 12.00.00 +02:00","Enkeltprøve",664647,"Vandløb",6183842,"Total","Ammoniak+ammonium-N"," =",0.67,"mg/l",9999999,NA,3
52000199,"MAGLEMOSE Å, ST.VALBY V. ÅGERUPVEJ","Havelseå","10.04.2000 12.00.00 +02:00","Puljet prøve / flowproportional",697238,"Vandløb",6176396,"Total","Suspenderede stoffer"," =",45,"mg/l",9999999,NA,2
21000089,"GUDENÅ, 500 m os Vorvadsbro","Gudenåen","18.02.2020 12.00.00 +01:00","Enkeltprøve",543400,"Vandløb",6207447,"Total","Nitrogen,total N"," =",2.9,"mg/l",9999999,NA,3
43000072,"Dræn 19 - Marginaljordsareal - tilløb, Dræn 19 - Marginaljordsareal - tilløb","Storå","11.02.1992 12.00.00 +01:00","Enkeltprøve",562539,"Vandløb",6149252,"Total","Ammoniak+ammonium-N","<",0.01,"mg/l",9999999,NA,2
45000035,"ARRESKOV SØ, TILLØB 1, ARRESKOV SØ, TILLØB 1","Odense Å m.fl.","22.08.1990 12.00.00 +02:00","Enkeltprøve",582790,"Vandløb",6114675,"Opløst - filtrat fra filtrering","Siliciumdioxid"," =",14,"mg/l",9999999,NA,2
54000001,"VINDEKILDE, VINDEKILDE, GRIMSDAL","Kystområde røsnæs","20.12.2000 12.00.00 +01:00","Enkeltprøve",618952,"Vandløb",6178110,"Opløst - filtrat fra filtrering","Siliciumdioxid"," =",2.3,"mg/l",9999999,NA,2
48000010,"SØBORG KANAL, PARKVEJ","Esrum Sø","10.01.2012 12.00.00 +01:00","Enkeltprøve",705342,"Vandløb",6224003,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",4.31,"mg/l",9999999,NA,3
57000246,"HARALDSTED Å, N for Haraldsted","Suså","27.04.2007 12.00.00 +02:00","Enkeltprøve",674791,"Vandløb",6153171,"Total","Jern"," =",0.22,"mg/l",9999999,NA,2
62000345,"Bogø Hovedkanal, Bogø Pumpestation","Halstedå","04.09.2018 12.00.00 +02:00","Enkeltprøve",630930,"Vandløb",6075520,"Total","Suspenderede stoffer"," =",12,"mg/l",9999999,NA,3
22000050,"RÅSTED LILLE Å, HVOLDAL","Store Å","26.08.2013 12.00.00 +02:00","Enkeltprøve",463218,"Vandløb",6242385,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.083,"mg/l",9999999,NA,3
56000002,"SEERDRUP Å, JOHANNESDAL","Tudeå","08.11.2010 12.00.00 +01:00","Enkeltprøve",646906,"Vandløb",6132715,"Total","pH"," =",8,"pH",9999999,NA,2
13000015,"ODDERBÆK, RISKÆR","Trend/Lerkenfeld åer m.fl.","29.03.1989 12.00.00 +02:00","Enkeltprøve",533509,"Vandløb",6291723,"Ej oplyst","COD, Kemisk iltforbrug"," =",35,"mg/l",9999999,NA,2
46000020,"PUGE MØLLEÅ, SANDAGER KIRKEMADE (3.40)","Brendeå","28.11.2019 12.00.00 +01:00","Enkeltprøve",558979,"Vandløb",6131404,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.076,"mg/l",9999999,NA,3
46000023,"NØRREGÅRD, DRÆN, DRÆN 8 (NØRREGÅRD)","Brendeå","06.03.1991 12.00.00 +01:00","Enkeltprøve",564661,"Vandløb",6135683,"Total","pH"," =",7.27,"pH",9999999,NA,2
15000069,"STUBBERUP BÆK, HEDEGÅRDSVEJ","Mariager m.fl.","13.12.2005 12.00.00 +01:00","Enkeltprøve",558936,"Vandløb",6287613,"Total","Natrium"," =",12,"mg/l",9999999,NA,3
57000063,"HARALDSTED Å, OS HARALDSTED BY","Suså","23.05.2019 12.00.00 +02:00","Enkeltprøve",674991,"Vandløb",6152965,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.065,"mg/l",9999999,NA,3
43000001,"STORÅ, MØLLEBRO (4.6)","Storå","23.12.1992 12.00.00 +01:00","Enkeltprøve",562583,"Vandløb",6150448,"Total","Ammoniak+ammonium-N"," =",0.116,"mg/l",9999999,NA,3
21000752,"HORNDRUP BÆK, SORTHOLMVEJ    - LOOP 3","Gudenåen","14.12.2005 12.00.00 +01:00","Puljet prøve / tidsproportional",553196,"Vandløb",6206640,"Total","Suspenderede stoffer"," =",3.4,"mg/l",9999999,NA,2
60000031,"MERN Å, SAGEBY BRO","Fakseå","26.08.2014 12.00.00 +02:00","Enkeltprøve",698284,"Vandløb",6102750,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",7.69,"mg/l",9999999,NA,3
45000174,"ODENSE Å, N.S. VIBÆKRENDEN","Odense Å m.fl.","27.09.2022 12.00.00 +02:00","Enkeltprøve",582087,"Vandløb",6131418,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.042,"mg/l",0.001,NA,3
55000013,"DUEMOSERENDEN, VENTESKOV (V.TISSØ)","Åmoseå","29.05.1990 12.00.00 +02:00","Enkeltprøve",644291,"Vandløb",6158533,"Ej oplyst","COD, susp.stof "," =",11,"mg/l",9999999,NA,2
52000025,"GRÆSE Å, V. HØRUP, LINDEBJERG","Havelseå","23.04.1996 12.00.00 +02:00","Enkeltprøve",695430,"Vandløb",6193610,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.95,"mg/l",9999999,NA,3
35000012,"STØDBÆK, V.SAMMENLØB M.SNEUM Å","Sneumå","09.12.1997 12.00.00 +01:00","Enkeltprøve",485476,"Vandløb",6157281,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.035000001662410796,"mg/l",9999999,NA,2
52000033,"MADEMOSE Å, S FOR TØRSLEV","Havelseå","22.01.2020 12.00.00 +01:00","Enkeltprøve",689889,"Vandløb",6187970,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.019,"mg/l",9999999,NA,3
60000085,"SKVATTEN, VEJBRO ØST FOR GISHALE","Fakseå","05.04.1982 12.00.00 +02:00","Enkeltprøve",689689,"Vandløb",6110584,"Total","Nitrogen,total N"," =",9.14,"mg/l",9999999,NA,2
21000790,"NON MØLLEÅ, NON MØLLE","Gudenåen","19.04.1988 12.00.00 +02:00","Enkeltprøve",522994,"Vandløb",6250725,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.06200000294484198,"mg/l",9999999,NA,2
24000053,"KORUP Å, EBDRUP BRO","Grenå m.fl.","04.10.2011 12.00.00 +02:00","Enkeltprøve",594944,"Vandløb",6245763,"Total","Alkalinitet,total TA"," =",3.7,"mmol/l",9999999,NA,3
13000005,"LERKENFELD Å, LERKENFELD MØLLEGÅRD","Trend/Lerkenfeld åer m.fl.","15.04.1998 12.00.00 +02:00","Enkeltprøve",524242,"Vandløb",6287948,"Total","pH"," =",7.7,"pH",9999999,NA,3
34000002,"VESTER-NEBEL Å, ELKÆRHOLM","Koldingå","11.10.2000 12.00.00 +02:00","Enkeltprøve",525341,"Vandløb",6156661,"Total","BI5"," =",1.7,"mg/l",9999999,NA,3
45000003,"ODENSE Å, Kratholm (22.35)","Odense Å m.fl.","06.04.1990 12.00.00 +02:00","Puljet prøve / tidsproportional",584157,"Vandløb",6132337,"Total","Phosphor, total-P"," =",0.263,"mg/l",9999999,NA,2
21000665,"KNUD Å, BENS. MØLLEVAD BRO","Gudenåen","12.07.1989 12.00.00 +02:00","Enkeltprøve",551232,"Vandløb",6217934,"Opløst - filtrat fra filtrering","Silicium"," =",0.58,"mg/l",9999999,NA,2
45000002,"ODENSE Å, NS EJBY SLUSE (9.45)","Odense Å m.fl.","01.11.2005 12.00.00 +01:00","Puljet prøve / tidsproportional",589919,"Vandløb",6140164,"Total","pH"," =",8.06,"pH",9999999,NA,2
52000071,"MAGLEMOSE Å, V. F. LANDBOGÅRD","Havelseå","27.09.1995 12.00.00 +01:00","Enkeltprøve",697041,"Vandløb",6175529,"Ej oplyst","BOD ufortyndet"," =",1.98,"mg/l",9999999,NA,2
52000063,"HOVE Å, S. F. GUNDSØGÅRD","Havelseå","07.02.2013 12.00.00 +01:00","Enkeltprøve",696941,"Vandløb",6180177,"Total","Suspenderede stoffer"," =",6,"mg/l",9999999,NA,3
3000002,"UGGERBY Å, NS RANSBÆK","Uggerbyå","31.07.2019 12.00.00 +02:00","Enkeltprøve",566331,"Vandløb",6381264,"Total","Phosphor, total-P"," =",0.17,"mg/l",9999999,NA,3
49000058,"PØLE Å, NEDSTRØMS PIBEMØLLE","Poel Å","08.02.1989 12.00.00 +01:00","Enkeltprøve",701105,"Vandløb",6209809,"Ej oplyst","Silicium"," =",7.5,"mg/l",9999999,NA,2
41000012,"ELSTED BÆK, T.T.GENNER BUGT","Flere små vandløb til østk","20.11.2006 12.00.00 +01:00","Enkeltprøve",528718,"Vandløb",6107080,"Total","Glødetab,susp.stof"," =",7.5,"mg/l",9999999,NA,1
21003549,"Gudenå, Remstrupå, 100 m nedstrøms udløb fra Papirfabrik","Gudenåen","06.11.2019 12.00.00 +01:00","Enkeltprøve",534533,"Vandløb",6225444,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.87,"mg/l",9999999,NA,3
22000053,"SUNDS MØLLEBÆK, GAMMEL SUNDS","Store Å","12.11.2001 12.00.00 +01:00","Enkeltprøve",502883,"Vandløb",6229156,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.02,"mg/l",9999999,NA,3
45000003,"ODENSE Å, Kratholm (22.35)","Odense Å m.fl.","26.01.2004 12.00.00 +01:00","Puljet prøve / tidsproportional",584157,"Vandløb",6132337,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.056,"mg/l",9999999,NA,2
55000018,"ÅMOSE Å, BROMØLLE","Åmoseå","08.02.2006 12.00.00 +01:00","Enkeltprøve",650366,"Vandløb",6165418,"Total","Nitrogen,total N"," =",11.3,"mg/l",9999999,NA,3
21000798,"SDR. MØLLE Å, AMTMANDSBRO","Gudenåen","28.05.1999 12.00.00 +02:00","Enkeltprøve",525859,"Vandløb",6254657,"Total","Nitrogen,total N"," =",1.4000000664964318,"mg/l",9999999,NA,2
21000701,"BLINDBÆK, VEJ OS ALLING Å","Gudenåen","05.01.1988 12.00.00 +01:00","Enkeltprøve",534023,"Vandløb",6235820,"Ej oplyst","BI5"," =",1.7,"mg/l",9999999,NA,2
50000254,"Mølleåen, Afløb fra Ørholmdam","Mølleå","07.01.1975 12.00.00 +01:00","Enkeltprøve",719830,"Vandløb",6189395,"Total","pH"," =",7.8,"pH",9999999,NA,2
61000015,"NORDKANALEN, PST. BØTØ NOR N-INDVENDIG(2F)","Tingstedå","01.06.1993 12.00.00 +02:00","Enkeltprøve",687624,"Vandløb",6063269,"Total","Nitrogen,total N"," =",2.08,"mg/l",9999999,NA,2
21000090,"GUDENÅ, MØLLERUP","Gudenåen","09.12.2009 12.00.00 +01:00","Enkeltprøve",526726,"Vandløb",6193714,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.2,"mg/l",9999999,NA,3
22000047,"HESTBÆK, HESTBÆK BRO","Store Å","28.07.1997 12.00.00 +02:00","Enkeltprøve",461697,"Vandløb",6259026,"Ej oplyst","Nitrogen,total N"," =",0.35,"mg/l",9999999,NA,2
56000001,"BJERGE Å, FÅRDRUP","Tudeå","16.09.2013 12.00.00 +02:00","Enkeltprøve",647521,"Vandløb",6131424,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.16,"mg/l",9999999,NA,3
56000002,"SEERDRUP Å, JOHANNESDAL","Tudeå","20.05.1997 12.00.00 +02:00","Enkeltprøve",646906,"Vandløb",6132715,"Total","Ammoniak+ammonium-N"," =",0.402,"mg/l",9999999,NA,2
45000058,"GEELS Å, 3.45","Odense Å m.fl.","17.03.1997 12.00.00 +01:00","Enkeltprøve",596619,"Vandløb",6143974,"Total","Phosphor, total-P"," =",0.063,"mg/l",9999999,NA,3
45000035,"ARRESKOV SØ, TILLØB 1, ARRESKOV SØ, TILLØB 1","Odense Å m.fl.","18.09.2017 12.00.00 +02:00","Enkeltprøve",582790,"Vandløb",6114675,"Total","Nitrogen,total N"," =",6.2,"mg/l",9999999,NA,3
62000014,"HØJVADS RENDE, LILLE ROSNING","Halstedå","14.09.2023 12.00.00 +02:00","Enkeltprøve",646689,"Vandløb",6082394,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.14,"mg/l",0.005,NA,2
56000003,"TUDEÅ, SKÆTHOLM","Tudeå","21.05.1996 12.00.00 +02:00","Enkeltprøve",656796,"Vandløb",6153208,"Total","Ammoniak+ammonium-N"," =",0.066,"mg/l",9999999,NA,3
24000028,"SKOD Å, VED ÅLBORG MØLLEBRO","Grenå m.fl.","15.12.1999 12.00.00 +01:00","Enkeltprøve",602149,"Vandløb",6246836,"Ej oplyst","BI5"," =",1.7,"mg/l",9999999,NA,2
46000188,"Damrenden, Herredsbjerg, Herredsbjerg","Brendeå","22.05.1997 12.00.00 +02:00","Enkeltprøve",564532,"Vandløb",6120361,"Total","Nitrogen,total N"," =",6.89,"mg/l",9999999,NA,2
45000002,"ODENSE Å, NS EJBY SLUSE (9.45)","Odense Å m.fl.","25.05.1983 12.00.00 +02:00","Enkeltprøve",589919,"Vandløb",6140164,"Total","Tørstof,total"," =",500,"mg/l",9999999,NA,3
53000095,"ST. VEJLE Å, Os Kildeplads, ns Spang","Harrestrupå","23.07.1996 12.00.00 +02:00","Enkeltprøve",709452,"Vandløb",6172338,"Total","BI5"," =",2.5,"mg/l",9999999,NA,2
47000033,"LILLEBÆK, FREDSKOVVEJ","Hundstrup Å m.fl.","20.08.2014 12.00.00 +02:00","Puljet prøve / tidsproportional",612863,"Vandløb",6109465,"Total","Glødetab,susp.stof"," =",1.1,"mg/l",9999999,NA,3
62000012,"HALSTED Å, BORGE BRO","Halstedå","05.04.2011 12.00.00 +02:00","Enkeltprøve",645335,"Vandløb",6081865,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.075,"mg/l",9999999,NA,3
52000741,"Viby Å (Kvl.50), V. GL.VIBYGÅRD","Havelseå","01.02.2023 12.00.00 +01:00","Enkeltprøve",690389,"Vandløb",6161366,"Total","Phosphor, total-P"," =",0.064,"mg/l",0.003,NA,2
22000050,"RÅSTED LILLE Å, HVOLDAL","Store Å","25.01.2018 12.00.00 +01:00","Enkeltprøve",463218,"Vandløb",6242385,"Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.08,"mg/l",9999999,NA,3
42000016,"GRØNÅ, RØRKÆR","Vidå","16.01.1989 12.00.00 +01:00","Enkeltprøve",495569,"Vandløb",6086548,"Total","Phosphor, total-P"," =",0.2,"mg/l",9999999,NA,3
29000009,"ROHDEN Å, 300 m ns Årup Mølle Dambrug","Rårup/Rohden åer m.fl.","20.04.2006 12.00.00 +02:00","Enkeltprøve",545899,"Vandløb",6174248,"Total","BI5"," =",2.9,"mg/l",9999999,NA,2
66000069,"Præstemose, Degnegård, Tilløb til Præstemose ved Degn","Nordvest Bornholm","02.04.2002 12.00.00 +02:00","Enkeltprøve",869208,"Vandløb",6130268,"Opløst - filtrat fra filtrering","Ammonium-N"," =",0.09,"mg/l",9999999,NA,2
31000027,"VARDE Å, V. VAGTBORG","Vardeå","01.02.2000 12.00.00 +01:00","Enkeltprøve",471070.4,"Vandløb",6166409.28,"Total","Jern"," =",1.6,"mg/l",9999999,NA,3
52001022,"Havelse Å, Havelse Mølle","Havelseå","12.07.2017 12.00.00 +02:00","Enkeltprøve",691915,"Vandløb",6197283,"Total","Glødetab,susp.stof"," =",1.1,"mg/l",9999999,NA,3
22000048,"IDOM Å, IDUM","Store Å","13.01.1993 12.00.00 +01:00","Enkeltprøve",468306,"Vandløb",6243401,"Ej oplyst","Jern"," =",1.1,"mg/l",9999999,NA,3
53000030,"FÆSTNINGSKANALEN, ÅKANDEVEJ","Harrestrupå","01.10.1996 12.00.00 +02:00","Enkeltprøve",719084,"Vandløb",6179961,"Ej oplyst","Phosphor, total-P"," =",0.17,"mg/l",9999999,NA,2
62000064,"Dræn i LOOP1, Skelstofte D106","Halstedå","16.01.2004 12.00.00 +01:00","Puljet prøve / tidsproportional",646225,"Vandløb",6083085,"Total","Suspenderede stoffer","<",1,"mg/l",9999999,NA,2
37000011,"SOLKÆR Å, MØLLEBRO","Hoptrupå m.fl.","20.02.2006 12.00.00 +01:00","Enkeltprøve",538473.743364796,"Vandløb",6146078.193414351,"Total","BI5"," =",1.4,"mg/l",9999999,NA,3
25001135,"Sønder Søby Bæk, N for Mindelundsvej 14 A","Skjernå","20.01.2000 12.00.00 +01:00","Enkeltprøve",453550,"Vandløb",6217550,"Total","Konduktivitet"," =",75.6,"mS/m",9999999,NA,2
21001654,"TJÆRBÆK, SUKKERTOPPEN","Gudenåen","22.09.2022 12.00.00 +02:00","Enkeltprøve",552564,"Vandløb",6247591,"Partikelbundet - fra filteret","Suspenderede stoffer"," =",6.4,"mg/l",1,NA,3
31000656,"Linding Å, Ø for Egelund","Vardeå","19.02.1991 12.00.00 +01:00","Enkeltprøve",471326,"Vandløb",6174401,"Total","Jern"," =",2.21,"mg/l",9999999,NA,2
57000055,"SALTØ Å, NS. HARRESTED Å","Suså","06.06.1996 12.00.00 +02:00","Enkeltprøve",668079,"Vandløb",6122884,"Total","Nitrogen,total N"," =",2.1,"mg/l",9999999,NA,3
62000014,"HØJVADS RENDE, LILLE ROSNING","Halstedå","08.07.2010 12.00.00 +02:00","Enkeltprøve",646689,"Vandløb",6082394,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.048,"mg/l",9999999,NA,3
37000038,"TAPS Å, VED RENSNINGSANLÆG","Hoptrupå m.fl.","25.04.2023 12.00.00 +02:00","Enkeltprøve",531532.3303914479,"Vandløb",6134155.275775601,"Total","Jern"," =",1.9,"mg/l",0.02,NA,2
9000797,"Langeslund Kanal, Før Ulvedybet","Tranumå m.fl.","15.04.2014 12.00.00 +02:00","Enkeltprøve",540385,"Vandløb",6329360,"Total","Jern"," =",3.5,"mg/l",9999999,NA,3
21002648,"Javngyde Bæk - INTENSIV, Jaungyde, Afløb Javngyde R., 5 m opstrøm","Gudenåen","20.08.1999 12.00.00 +02:00","Puljet prøve / tidsproportional",551209,"Vandløb",6218306,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.031,"mg/l",9999999,NA,2
45000003,"ODENSE Å, Kratholm (22.35)","Odense Å m.fl.","31.07.1992 12.00.00 +02:00","Puljet prøve / tidsproportional",584157,"Vandløb",6132337,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",2.14,"mg/l",9999999,NA,2
61000015,"NORDKANALEN, PST. BØTØ NOR N-INDVENDIG(2F)","Tingstedå","27.07.1992 12.00.00 +02:00","Enkeltprøve",687624,"Vandløb",6063269,"Total","Nitrogen,total N"," =",2.05,"mg/l",9999999,NA,2
25001145,"Kanal fra Sundå, os pumpestation","Skjernå","07.02.1991 12.00.00 +01:00","Enkeltprøve",450315,"Vandløb",6226704,"Ej oplyst","Jern"," =",3.6,"mg/l",9999999,NA,2
27000002,"ODDER Å, SANDERENGGÅRD","Giber/Odder åer m.fl.","22.04.1987 12.00.00 +02:00","Enkeltprøve",572559,"Vandløb",6205662,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",9.44,"mg/l",9999999,NA,2
21000089,"GUDENÅ, 500 m os Vorvadsbro","Gudenåen","01.12.1987 12.00.00 +01:00","Enkeltprøve",543469,"Vandløb",6207832,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",5.938,"mg/l",9999999,NA,3
22000372,"Hodsager Lilleå, ns okkeranlæg","Store Å","24.11.1995 12.00.00 +01:00","Enkeltprøve",500031,"Vandløb",6237061,"Total","pH"," =",5.87,"pH",9999999,NA,2
41000016,"PULVERBÆK, T.T.MJANG DAM, ALS","Flere små vandløb til østk","15.02.2006 12.00.00 +01:00","Enkeltprøve",559623,"Vandløb",6089412,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.034,"mg/l",9999999,NA,3
21000040,"NIMDRUP BÆK, ST 2, 300M NEDSTR. KÆMPESMØLLE","Gudenåen","16.12.2014 12.00.00 +01:00","Enkeltprøve",533835,"Vandløb",6207236,"Total","Jern"," =",0.38,"mg/l",9999999,NA,3
62000022,"ÅMOSE RENDEN, N.F. HULEBÆK HUSE","Halstedå","27.03.2023 12.00.00 +02:00","Enkeltprøve",646300,"Vandløb",6080941,"Partikelbundet - fra filteret","Glødetab,susp.stof","<",1,"mg/l",1,NA,2
15000044,"HODAL BÆK, IDV. 579 - NS BRO V.SKIVEVEJ","Mariager m.fl.","06.11.2002 12.00.00 +01:00","Enkeltprøve",548296,"Vandløb",6277710,"Total","pH"," =",7.9,"pH",9999999,NA,3
21000585,"NIMDRUP BÆK, VEST FOR KARLSØ","Gudenåen","20.03.1990 12.00.00 +01:00","Enkeltprøve",533631,"Vandløb",6207664,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",6.99,"mg/l",9999999,NA,2
21001659,"SØNDERMØLLE Å, VINKELVEJ","Gudenåen","27.02.2020 12.00.00 +01:00","Enkeltprøve",526473,"Vandløb",6254522,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.65,"mg/l",9999999,NA,3
28000001,"BYGHOLM Å, KØRUP BRO","Bygholmå","19.06.1996 12.00.00 +02:00","Enkeltprøve",547224,"Vandløb",6192161,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.7,"mg/l",9999999,NA,3
62000022,"ÅMOSE RENDEN, N.F. HULEBÆK HUSE","Halstedå","06.10.1998 12.00.00 +02:00","Puljet prøve / tidsproportional",646300,"Vandløb",6080941,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.13,"mg/l",9999999,NA,2
21003273,"GUDENÅ, BREDSTENBRO","Gudenåen","31.07.2018 12.00.00 +02:00","Enkeltprøve",540734,"Vandløb",6199215,"Total","Alkalinitet,total TA"," =",2.2,"mmol/l",9999999,NA,3
66000067,"Samsingså, Grubbemøllebro, NS Simblegårdsvejen","Nordvest Bornholm","08.06.2000 12.00.00 +02:00","Enkeltprøve",866826,"Vandløb",6129855,"Total","Nitrit+nitrat-N"," =",3.82,"mg/l",9999999,NA,2
56000001,"BJERGE Å, FÅRDRUP","Tudeå","30.05.2001 12.00.00 +02:00","Enkeltprøve",647521,"Vandløb",6131424,"Total","BOD ufortyndet"," =",2.9,"mg/l",9999999,NA,3
21006549,"Gelbæk, Rampes Møllevej","Gudenåen","14.01.2019 12.00.00 +01:00","Enkeltprøve",550068,"Vandløb",6232203,"Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.017,"mg/l",9999999,NA,3
45000033,"ARRESKOV SØ, TILLØB 4, ARRESKOV SØ, TILLØB 4","Odense Å m.fl.","29.12.1997 12.00.00 +01:00","Enkeltprøve",582272,"Vandløb",6111917,"Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",5.2,"mg/l",9999999,NA,2
37000011,"SOLKÆR Å, MØLLEBRO","Hoptrupå m.fl.","28.10.2008 12.00.00 +01:00","Enkeltprøve",538473.743364796,"Vandløb",6146078.193414351,"Total","BI5"," =",1.3,"mg/l",9999999,NA,3
